word_id,p_target_human,p_target_model,target_quartile,overlap_at_5,overlap_at_10,overlap_at_20,overlap_at_50,overlap_at_100,weighted_overlap_at_5,weighted_overlap_at_10,weighted_overlap_at_20,weighted_overlap_at_50,weighted_overlap_at_100
прежняя,0.0,0.0,Q2,0.16129032258064516,0.1935483870967742,0.1935483870967742,0.1935483870967742,0.1935483870967742,0.2871287128712871,0.3069306930693069,0.3069306930693069,0.3069306930693069,0.3069306930693069
прибыльных,0.2666666666666666,0.07520319339196764,Q4,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.5999999999999999
пригрозили,0.0,0.0,Q2,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.0714285714285714
противник,0.0,0.0,Q2,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0625,0.0625,0.0625,0.0625,0.0625
раритетных,0.0,0.0,Q2,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333
растяжение,0.0,0.0,Q2,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.2142857142857142,0.2142857142857142,0.2142857142857142,0.2142857142857142,0.2142857142857142
расходу,0.0,0.0,Q2,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.4492753623188405,0.4492753623188405,0.4492753623188405,0.4492753623188405,0.4492753623188405
реки,0.6212121212121212,0.2627698870549765,Q4,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.818181818181818,0.818181818181818,0.818181818181818,0.818181818181818,0.818181818181818
ремешок,0.0123456790123456,0.0,Q3,0.034482758620689655,0.10344827586206896,0.13793103448275862,0.13793103448275862,0.13793103448275862,0.074074074074074,0.3827160493827159,0.4444444444444442,0.4444444444444442,0.4444444444444442
розетки,0.0,0.0,Q2,0.07692307692307693,0.10256410256410256,0.10256410256410256,0.10256410256410256,0.10256410256410256,0.2025316455696201,0.3037974683544302,0.3037974683544302,0.3037974683544302,0.3037974683544302
росли,0.2631578947368421,0.3865288933325262,Q4,0.06666666666666667,0.2,0.2,0.26666666666666666,0.26666666666666666,0.2631578947368421,0.3684210526315789,0.3684210526315789,0.42105263157894735,0.42105263157894735
рот,0.2232142857142857,0.4908337516665909,Q4,0.11428571428571428,0.11428571428571428,0.11428571428571428,0.11428571428571428,0.11428571428571428,0.294642857142857,0.294642857142857,0.294642857142857,0.294642857142857,0.294642857142857
рубильник,0.0,0.0,Q2,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.3529411764705882,0.3529411764705882,0.3529411764705882,0.3529411764705882,0.3529411764705882
русалки,0.0,0.0,Q2,0.019230769230769232,0.019230769230769232,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.0843373493975903,0.0843373493975903,0.1927710843373493,0.1927710843373493,0.1927710843373493
рыбу,0.7794117647058822,0.2189182262976574,Q4,0.07692307692307693,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.7794117647058822,0.8088235294117645,0.8088235294117645,0.8088235294117645,0.8088235294117645
рыть,0.0,0.0,Q2,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.0625,0.0625,0.0625,0.0625,0.0625
сгущенки,0.0,0.0,Q2,0.1111111111111111,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.2083333333333332,0.2499999999999998,0.2499999999999998,0.2499999999999998,0.2499999999999998
семья,0.1052631578947368,0.1455729231542185,Q4,0.3,0.3,0.3,0.3,0.3,0.4736842105263157,0.4736842105263157,0.4736842105263157,0.4736842105263157,0.4736842105263157
сечь,0.0,0.0,Q2,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.1875,0.1875,0.1875,0.1875,0.1875
снег,0.4146341463414634,0.5910274276693689,Q4,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.5121951219512194,0.5121951219512194,0.5121951219512194,0.5121951219512194,0.5121951219512194
