word_id,H_human,H_model,entropy_quartile,overlap_at_5,weighted_overlap_at_5,overlap_at_10,weighted_overlap_at_10,overlap_at_20,weighted_overlap_at_20,overlap_at_50,weighted_overlap_at_50,overlap_at_100,weighted_overlap_at_100
сонату,3.4512476649720565,1.112861299965904,Q4,0.125,0.24999999999999972,0.125,0.24999999999999972,0.125,0.24999999999999972,0.125,0.24999999999999972,0.125,0.24999999999999972
сора,3.1101292748785703,0.7396160883589203,Q4,0.12121212121212122,0.3636363636363635,0.15151515151515152,0.37499999999999983,0.15151515151515152,0.37499999999999983,0.15151515151515152,0.37499999999999983,0.15151515151515152,0.37499999999999983
соринку,2.0212496822565247,1.1896159204646461,Q2,0.3,0.7727272727272725,0.3,0.7727272727272725,0.3,0.7727272727272725,0.3,0.7727272727272725,0.3,0.7727272727272725
союзу,2.83412587655526,1.0262520514226083,Q4,0.11764705882352941,0.13043478260869562,0.11764705882352941,0.13043478260869562,0.11764705882352941,0.13043478260869562,0.11764705882352941,0.13043478260869562,0.11764705882352941,0.13043478260869562
спать,2.4061595753978193,1.4346459306879429,Q3,0.3076923076923077,0.4736842105263156,0.3076923076923077,0.4736842105263156,0.3076923076923077,0.4736842105263156,0.3076923076923077,0.4736842105263156,0.3076923076923077,0.4736842105263156
специалист,2.52321095295289,0.6939156585686808,Q3,0.0,0.0,0.0,0.0,0.15384615384615385,0.1333333333333332,0.15384615384615385,0.1333333333333332,0.15384615384615385,0.1333333333333332
спокойный,2.2823743761592485,1.0561744788451208,Q2,0.3,0.41176470588235287,0.3,0.41176470588235287,0.3,0.41176470588235287,0.3,0.41176470588235287,0.3,0.41176470588235287
стога,2.6302533563892614,0.8758661873968792,Q3,0.06666666666666667,0.1666666666666666,0.2,0.27777777777777757,0.2,0.27777777777777757,0.2,0.27777777777777757,0.2,0.27777777777777757
стоимостью,0.46341355882643,0.9307038546703207,Q1,0.6666666666666666,0.9375,0.6666666666666666,0.9375,0.6666666666666666,0.9375,0.6666666666666666,0.9375,0.6666666666666666,0.9375
страницы,1.0435479071011897,0.35451045268393877,Q1,0.4,0.7894736842105263,0.6,0.894736842105263,0.6,0.894736842105263,0.6,0.894736842105263,0.6,0.894736842105263
страшных,3.243248698234345,1.217998304252551,Q4,0.09375,0.1269841269841268,0.125,0.22222222222222202,0.125,0.22222222222222202,0.125,0.22222222222222202,0.125,0.22222222222222202
сук,1.4144852042692373,1.5285877086516948,Q1,0.4166666666666667,0.8625,0.4166666666666667,0.8625,0.4166666666666667,0.8625,0.4166666666666667,0.8625,0.4166666666666667,0.8625
сытные,2.0794415416798357,1.2027980520519015,Q2,0.3,0.5625,0.3,0.5625,0.3,0.5625,0.3,0.5625,0.3,0.5625
талый,1.9273921261392741,1.2161362731664787,Q2,0.5,0.5625,0.625,0.6875,0.625,0.6875,0.625,0.6875,0.625,0.6875
телефон,0.21640840475847395,0.06855018169768082,Q1,0.3333333333333333,0.953846153846154,0.6666666666666666,0.9846153846153847,0.6666666666666666,0.9846153846153847,0.6666666666666666,0.9846153846153847,0.6666666666666666,0.9846153846153847
техосмотра,2.5577938601077315,0.8124726518501557,Q3,0.14285714285714285,0.2352941176470588,0.14285714285714285,0.2352941176470588,0.14285714285714285,0.2352941176470588,0.14285714285714285,0.2352941176470588,0.14285714285714285,0.2352941176470588
тонким,1.995921784715988,1.4619197512171256,Q2,0.3,0.5263157894736841,0.3,0.5263157894736841,0.3,0.5263157894736841,0.3,0.5263157894736841,0.3,0.5263157894736841
